"TR:COLO320HSR:CellLine","TR:PLX","TR:EGF","TR:HGF","TR:IGF1","TR:TGFb","TR:TNFa","TR:IKKi","TR:MEKi","TR:PI3Ki","TR:BRAFi","TR:TAK1i","TR:TBK1i","TR:mTORi","DA:ALL","DV:AKT","DV:EGFR","DV:ERK","DV:GSK3","DV:IkBa","DV:JNK","DV:MEK","DV:PI3K","DV:RPS6","DV:RSKp90","DV:SMAD2","DV:cJun","DV:mTOR","DV:p38","DV:TAK1","DV:TGFRb","DV:IRS1","DV:M3K1","DV:MP2K4","DV:S6K","DV:TBK1","DV:IKK","DV:RASK","DV:BRAF","DV:PAK1"
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0.492729477850797,0.527409335188519,0.508026692699168,0.4487240017787,0.491237625185594,0.503574645715185,0.53441957967774,NA,0.461359144640136,0.511996600395113,0.561035868740399,0.622876553893032,0.440967639690836,0.534936722141485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0.506756865937026,0.494310343453373,0.52297624880602,0.416319219901834,0.520371157593711,0.5,0.538150883116727,NA,0.492931022310657,0.550096265445241,0.550755529537531,0.560385205729785,0.376446678975975,0.545331749146126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0.515082332708425,0.558223759288543,0.54097683458399,0.511574772665076,0.555813631515508,0.507070721391716,0.562063237610344,NA,0.527680345213545,0.554527828302124,0.55767521016954,0.597516763848459,0.416978237399869,0.555206802414038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,1,0,0,0,0,30,0.515082332708425,0.548186662758859,0.54097683458399,0.612797734242871,0.596839405120922,0.538360452215752,0.568798616758015,NA,0.519624664532265,0.558834541651212,0.585838635511351,0.70930593306342,0.513487959599982,0.518240027705037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0.504557171176516,0.537918808281196,0.557174187639469,0.580741461349722,0.542375128216887,0.526572464660328,0.563451456505249,NA,0.5391020165022,0.520414040777716,0.619923217313387,0.63048987206683,0.5112862903711,0.545331749146126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,0.666245141390731,0.768142419693887,0.850329425175522,0.823246771471445,0.923255758909623,0.810555826488931,0.794270792198547,NA,0.929142808070306,0.843680047459313,0.819227727990195,0.885156418719457,0.845343584379379,0.886950410324354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.484860730361627,0.527409335188519,0.505395115001674,0.444495596195916,0.538870642163609,0.507070721391716,0.538150883116727,0.506391687097039,0.506791690349748,0.517659403842857,0.490330224464067,0.60816012031959,NA,0.518240027705037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,0.502305714170773,0.548186662758859,0.54097683458399,0.545969469854128,0.527975941959132,0.526572464660328,0.562063237610344,0.5,0.519624664532265,0.563023247882434,0.524145961657166,0.641947646196858,NA,0.559965102838964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,0.466867421223978,0.458560708930232,0.497233463187656,0.232928656526206,0.504242322355474,0.468080307798048,0.530525995586912,0.486665971736017,0.455488551709878,0.496847760204604,0.442042276975142,0.4947690497689,NA,0.50626909518936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,0,1,30,0.492729477850797,0.494310343453373,0.508026692699168,0.385264788606652,0.542375128216887,0.484839482436329,0.53441957967774,0.472523339593463,0.449411931501808,0.496847760204604,0.472017434992298,0.575891492165799,NA,0.50626909518936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,0.504557171176516,0.558223759288543,0.536660886478348,0.479615881510712,0.549206388142907,0.526572464660328,0.556284566521868,0.512612908724018,0.527680345213545,0.540828081555539,0.55767521016954,0.591909858778016,NA,0.555206802414038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0.674502141247793,0.774302958728983,0.886316641079492,0.926868608720703,0.930471466366178,0.833454939231687,0.917977883397007,0.733619903755634,0.982126414522811,0.922693924898422,0.820761904965879,0.954784357995231,NA,0.905770350083411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.521816543854788,0.577645601755227,0.551288504021776,0.57859221463312,0.552537089908499,0.538360452215752,NA,0.518672521764399,0.535377874978058,0.556696349961652,0.573872746353088,0.586093953211622,0.554121485126374,0.545331749146126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0.490177793087064,0.470797967538871,0.518144891148622,0.394033389651748,0.520371157593711,0.513840468161949,NA,0.486665971736017,0.506791690349748,0.530961547728916,0.543553336050082,0.5482828583584,0.369057093911757,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,0.631470088010411,0.64784971311717,0.721589211177418,0.85384909742213,0.779342291036425,0.73268581844244,NA,0.619166415714952,0.819998428835927,0.809895384311136,0.73738066770367,0.716320240639179,0.882954224434473,0.799106881926587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,1,0,0,0,0,0,30,0.515082332708425,0.527409335188519,0.536660886478348,0.679087679060737,0.612150783380045,0.526572464660328,NA,0.5,0.542747749192395,0.57494186907984,0.579957116203788,0.609865515100124,0.581024466288046,0.534936722141485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0.522741019722514,0.568040242329193,0.571896920356014,0.718921464401178,0.549206388142907,0.520333820353422,NA,0.5,0.56632120057353,0.609055656604247,0.64643739225297,0.577986048033441,0.61165050746663,0.573588429201952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,0.984858579161354,1,1,1,1,0.962544292719103,NA,0.92646912261261,1,0.97084170759221,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.524563598789407,0.587048727988094,0.54097683458399,0.497906847603659,0.527975941959132,0.507070721391716,0.573844364312393,0.5,0.488052786861684,0.530961547728916,0.555970566565945,0.580052860622663,0.53759397003966,0.512345264215416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0.528107800561833,0.558223759288543,0.54097683458399,0.448375492794983,0.549206388142907,0.507070721391716,0.568798616758015,0.5,0.511175871521863,0.540828081555539,0.550755529537531,0.5482828583584,0.452206890211401,0.512345264215416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.781608399803851,0.527409335188519,0.54097683458399,0.817870024555831,0.535304126598112,0.507070721391716,0.559220512338462,0.5,0.506791690349748,0.589512719116078,0.547191181230144,0.5482828583584,0.56156203928882,0.518240027705037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0.538014832398722,0.505618086640396,0.527667547205568,0.467527085384139,0.56841166281786,0.492600291851906,0.57862087407643,0.5,0.502293621697971,0.52577873906696,0.554249292030597,0.553236990938023,0.530482744978369,0.529526523097234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0.529831856358018,0.568040242329193,0.54097683458399,0.544763823588972,0.535304126598112,0.520333820353422,0.597430321633717,0.5,0.483033133759566,0.550096265445241,0.617522782455172,0.580052860622663,0.513487959599982,0.545331749146126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0.722461412869206,0.794483924374078,0.987549114885138,0.667647087477903,0.656916865137779,1,0.641400563690349,0.803202675165914,0.880924556274576,0.65049341549133,0.809650826098621,0.814137113209969,0.679652625540527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0.5,0.488547269959315,0.518144891148622,0.475179412546474,0.512468071369384,0.507070721391716,0.511781126702048,0.52457871027741,0.542747749192395,0.517659403842857,0.548982356416513,0.528163779613936,0.409021820217553,0.515314642163152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,0.511010122063049,0.537918808281196,0.545180667366357,0.571636428922629,0.555813631515508,0.526572464660328,0.536304666675389,0.5,0.527680345213545,0.563023247882434,0.579957116203788,0.545745533035182,0.544522501071602,0.550331001293927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,0.632644121242263,0.64784971311717,0.673160201157022,0.838075861996413,0.746846296618431,0.692949494736483,0.590577051323704,0.619166415714952,0.787258479913158,0.735054126103113,0.684983924094399,0.650020587881631,0.816286152332201,0.68220053073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,1,0,0,0,0,0,0,30,0.515082332708425,0.568040242329193,0.545180667366357,0.662761496619419,0.56841166281786,0.549334806079042,0.551691850852405,0.512612908724018,0.527680345213545,0.563023247882434,0.579957116203788,0.63048987206683,0.613169964909711,0.534936722141485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,0.504557171176516,0.596257961446683,0.536660886478348,0.46563988238482,0.535304126598112,0.538360452215752,0.548493713559653,0.535960576643706,0.563143755341186,0.554527828302124,0.597044257442217,0.543166266556207,0.54058516132241,0.559965102838964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0.91665116105426,0.945081365169511,0.795370712688199,0.985127546431957,0.94131286598308,1,0.751008193219719,0.900031581898126,0.592564476074182,1,0.946831407990222,0.787393584608337,0.975842616025538,0.885147110919256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.501159802175615,0.553233405708219,0.51061616334231,0.511574772665076,0.516458357583209,0.507070721391716,0.511781126702048,0.472523339593463,0.513327028459399,0.535974397269812,0.522082438245369,0.549536215050244,0.464315291904203,0.50626909518936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0.515082332708425,0.568040242329193,0.527667547205568,0.606950358896566,0.535304126598112,0.543942254405439,0.550107060363567,0.52457871027741,0.523699344448444,0.558834541651212,0.539838899056213,0.562696982371224,0.591076672637919,0.529526523097234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,1,0,0,0,0,0,0,0,0,0,30,0.614731251376127,0.631305895905772,0.617572988996201,0.805776067285028,0.648068313401999,0.586935996519064,0.577450421787113,0.557182653680747,0.729344209444541,0.644387603670488,0.633677912860046,0.613221387863527,0.79629901119255,0.623699908614047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,1,0,0,0,0,0,0,0,30,0.522741019722514,0.558223759288543,0.553274276941634,0.663584060574094,0.591465676822764,0.554550520558279,0.551691850852405,0.535960576643706,0.542747749192395,0.558834541651212,0.55767521016954,0.591909858778016,0.554121485126374,0.559965102838964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,1,0,0,0,0,0,0,0,0,30,0.522741019722514,0.577645601755227,0.536660886478348,0.655179941145085,0.512468071369384,0.532575631440761,0.538150883116727,0.52457871027741,0.497675590515201,0.530961547728916,0.576941158310093,0.550779584730113,0.608585667862777,0.523963904198007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0.931173384764284,0.996293489109441,0.849698475205209,0.93577236121282,0.896348800195298,0.836098740369962,0.866039383925439,0.936657728138871,0.684769225690097,0.888481855009539,0.874921319643797,0.735649090876755,0.94579827001065,0.796285978060066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.514080412475538,0.548186662758859,0.51061616334231,0.481937007296212,0.512468071369384,0.520333820353422,0.495701334923641,0.518672521764399,0.533485332571356,0.552328103822978,0.480099576640293,0.461273537081606,0.409021820217553,0.512345264215416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0.529831856358018,0.548186662758859,0.518144891148622,0.507135814533894,0.520371157593711,0.532575631440761,0.491185840755444,0.512612908724018,0.527680345213545,0.563023247882434,0.487827640086192,0.475946008950133,0.440967639690836,0.534936722141485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.808176627403168,0.605281136998614,0.557174187639469,0.786579864964728,0.56841166281786,0.554550520558279,0.510546095740433,0.557182653680747,0.679936375094814,0.629087023305591,0.519994493871409,0.511563961319656,0.77387755032541,0.569150941052984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,1,0,0,30,0.539570679816465,0.548186662758859,0.52297624880602,0.473675359536029,0.555813631515508,0.513840468161949,0.488043822753222,0.546812858252807,0.519624664532265,0.558834541651212,0.519994493871409,0.4947690497689,0.495349833375787,0.545331749146126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0.534825120101125,0.577645601755227,0.52297624880602,0.539025509750198,0.535304126598112,0.507070721391716,0.484787524805477,0.52457871027741,0.511175871521863,0.558834541651212,0.482713390972691,0.487509970269681,0.530482744978369,0.529526523097234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,0.906739767646405,0.701356762456276,0.651011121445335,0.846610820291793,0.69220823542741,0.654197738412053,0.907007130379973,0.668090437566135,0.783706234190672,0.806571813988157,0.671273787011339,0.678688814279283,0.805365511396386,0.708250931827378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
